Year,Site number,Species,cover_total
2009,7,DIWI2,0.32
2009,7,FOPUP,1.54
2009,7,FORB,0.07
2009,7,GUSA2,2.34
2009,7,IPLO2,0.25
2009,7,MAPIP4,0.02
2009,7,PODEW,21.31
2009,7,POHA5,0.79
2009,7,POOL,0.19
2009,7,PSSC6,15.48
2009,7,SEFL3,0.25
2009,7,SPCO4,8.39
2009,7,SPCR,0.32
2009,7,SPFL2,3.33
2009,7,SPGI,0.61
2009,7,SPORO,2.23
2009,7,TACH2,26.39
2009,8,AIAL,2.17
2009,8,AMFR,0.87
2009,8,BASA4,0.28
2009,8,BASC5,0.06
2009,8,BOCU,0.73
2009,8,BOGR2,1.38
2009,8,BRCA6,0.82
2009,8,BRINI,0.01
2009,8,BROMU,0.11
2009,8,COCA5,0.68
2009,8,CYDA,5.7
2009,8,ELAN,1.9
2009,8,ELCA4,3.24
2009,8,ELTR7,1.46
2009,8,ERPE,0.21
2009,8,GUSA2,1.15
2009,8,HOJU,8.77
2009,8,LASE,0.88
2009,8,MACA2,0.84
2009,8,MEOF,2.92
2009,8,MOAL,8.73
2009,8,MUAS,1.14
2009,8,PASM,2.09
2009,8,PLJA,0.46
2009,8,PODEW,159.21
2009,8,RIAU,0.52
2009,8,SAGO,19.43
2009,8,SATR12,1.07
2009,8,SPAI,4.13
2009,8,SPCR,0.98
2009,8,SPORO,9.37
2009,8,THPO7,51.3
2009,8,ULPU,2.34
2009,9,AGGI2,2.36
2009,9,AMPS,14.6
2009,9,APCA,21.16
2009,9,ASOF,0.84
2009,9,ATMI2,27.71
2009,9,BASA4,1.32
2009,9,BASC5,65.54
2009,9,CADR,0.18
2009,9,CAREX,30.75
2009,9,CLCO2,58.54
2009,9,COAR4,1.57
2009,9,DICOT,0.28
2009,9,DISP,1.94
2009,9,ELAN,2.57
2009,9,ELCA4,0.09
2009,9,EPILO,1.04
2009,9,EQLA,0.02
2009,9,FOPUP,43.37
2009,9,GAMO5,0.09
2009,9,GLLE3,0.35
2009,9,HEAN3,6.33
2009,9,HOJU,0.12
2009,9,JUARL,17.33
2009,9,LASE,0.2
2009,9,LEMNA,1.56
2009,9,LEOR,0.7
2009,9,MEOF,4.55
2009,9,MINT,0.01
2009,9,MUAS,61.17
2009,9,PAVI5,2.18
2009,9,PODEW,44.64
2009,9,POPR,1.32
2009,9,ROPS,8.28
2009,9,ROWO,58.1
2009,9,SAEX,27.71
2009,9,SAGO,0.88
2009,9,SCACO2,1.58
2009,9,SCAM6,2.34
2009,9,SCPA8,4.79
2009,9,SOCA6,0.59
2009,9,SPAI,1.37
2009,9,SPAN3,1.48
2009,9,SPORO,0.13
2009,9,SPSA3,0.55
2009,9,SYER,0.92
2009,9,SYPR5,4.64
2009,9,TYLA,6.22
2009,9,ULPU,1.1
2009,10,ARDR4,12.02
2009,10,ARPU9,0.79
2009,10,BASA4,2.1
2009,10,BOCU,0.07
2009,10,BOGR2,0.8
2009,10,BREUC2,1.75
2009,10,CHAMA15,0.18
2009,10,CHER2,0.05
2009,10,COCA5,0.19
2009,10,DALA3,0.33
2009,10,DIWI2,0.03
2009,10,ELAN,11.03
2009,10,ELEL5,0.84
2009,10,GAMO5,0.88
2009,10,GLLE3,0.11
2009,10,GUSA2,3.86
2009,10,MACA2,0.41
2009,10,MEOF,5.08
2009,10,MOAL,1.33
2009,10,MUTO2,1.5
2009,10,OEELH2,0.23
2009,10,OPPH,2.07
2009,10,PAVI5,32.31
2009,10,PHYSA,0.05
2009,10,PODEW,52.79
2009,10,RATA,0.89
2009,10,SAEX,13.89
2009,10,SATR12,0.25
2009,10,SEFL3,0.47
2009,10,SOCA6,4.23
2009,10,SPAI,17.27
2009,10,SPAN3,0.45
2009,10,SPCR,0.23
2009,10,SPORO,2.95
2009,10,SYPR5,0.42
2009,10,TACH2,14.31
2009,10,ULPU,14.44
2009,11,AMCO3,1.64
2009,11,AMFR,2.1
2009,11,AMPS,2.31
2009,11,APCA,0.06
2009,11,ATCA2,0.57
2009,11,ELEL5,0.25
2009,11,FOPUP,22.09
2009,11,GUSA2,0.02
2009,11,LASE,0.02
2009,11,MACA2,0.73
2009,11,MEOF,1.75
2009,11,MUAS,0.28
2009,11,PIOP,1.33
2009,11,PODEW,138.54
2009,11,RATA,4.82
2009,11,RIAU,0.54
2009,11,SAEX,1.98
2009,11,SAGO,9.43
2009,11,SATR12,4.35
2009,11,SPAI,0.74
2009,11,SPAN3,0.91
2009,11,SPCR,0.49
2009,11,TACH2,0.54
2009,11,ULPU,8.73
2009,12,AMFR,0.41
2009,12,AMPS,1.93
2009,12,ASSU2,0.92
2009,12,CAREX,1.02
2009,12,COCA5,0.1
2009,12,ELAN,4.05
2009,12,ELCA4,0.7
2009,12,ELEL5,0.91
2009,12,ELTR7,3.38
2009,12,FOPUP,6.35
2009,12,LASE,2.04
2009,12,MACA2,0.08
2009,12,MEOF,6.93
2009,12,MUAS,6.44
2009,12,PAOB,0.58
2009,12,PAVI5,10.77
2009,12,PODEW,159.21
2009,12,SAEX,3.12
2009,12,SAGO,12.52
2009,12,SARA3,5.42
2009,12,SATR12,25.75
2009,12,SOCA6,0.34
2009,12,SONCH,0.08
2009,12,SPAI,11.36
2009,12,SPAN3,1.14
2009,12,SPCR,0.46
2009,12,TACH2,3.03
2009,12,ULPU,0.93
2009,13,AGGI2,1
2009,13,AMPS,21.49
2009,13,APCA,1.35
2009,13,BASA4,11.79
2009,13,CAREX,8.13
2009,13,CESP4,0.88
2009,13,CHAMA15,1.93
2009,13,COCA5,0.02
2009,13,CYES,1.48
2009,13,DISA,0.13
2009,13,DISP,0.07
2009,13,ECMUM,0.18
2009,13,ELAN,31.88
2009,13,ELCA4,7.31
2009,13,ELTR7,1.75
2009,13,EQLA,53.37
2009,13,ERHY,0.05
2009,13,ERPE,10.46
2009,13,EUOC4,17.07
2009,13,FORB,0.03
2009,13,GRASS,0.43
2009,13,HEAN3,0.09
2009,13,HOJU,0.82
2009,13,JUARL,1.61
2009,13,LASE,0.21
2009,13,MEOF,1.65
2009,13,MOAL,0.77
2009,13,MUAS,28.45
2009,13,PACA6,2.89
2009,13,PAOB,7.96
2009,13,PAVI5,1.11
2009,13,PODEW,35.01
2009,13,POMO5,0.1
2009,13,POPR,4.99
2009,13,SAEX,155.54
2009,13,SARA3,11.42
2009,13,SCPH,8.35
2009,13,SCPU10,0.07
2009,13,SOCA6,1.76
2009,13,SONU2,0.59
2009,13,SPAI,1.48
2009,13,SPCR,0.17
2009,13,SPORO,5.38
2009,13,SYPR5,1.29
2009,13,TACH2,4.61
2009,13,ULPU,3.79
2009,13,XAST,1.85
2009,14,ANCA10,0.43
2009,14,BASA4,4.67
2009,14,CAREX,0.78
2009,14,DISP,0.07
2009,14,DISP/MUAS,17.88
2009,14,ELAN,133.89
2009,14,JUARL,4.44
2009,14,JUBA,1.64
2009,14,LYCIUM,0.02
2009,14,MUAS,9.48
2009,14,PODEW,118.13
2009,14,PRPU,0.27
2009,14,SAEX,5.43
2009,14,SAGO,1.49
2009,14,TACH2,68.96
2009,15,ANCA10,130.41
2009,15,BASC5,62.82
2009,15,DISP,37.7
2009,15,ELAN,10.9
2009,15,HOJU,2.1
2009,15,LYTO,4.6
2009,15,MUAS,34.07
2009,15,PODEW,22.74
2009,15,SAEX,11.23
2009,15,TACH2,4
2009,15,THPO7,17.72
2009,16,ACHY,0.86
2009,16,AMPS,4.11
2009,16,ANCA10,74.92
2009,16,BASC5,71.05
2009,16,COAR4,2.3
2009,16,DISP,31.61
2009,16,DISP/MUAS,5.56
2009,16,ELAN,7.97
2009,16,HEAN3,0.65
2009,16,MUAS,105.6
2009,16,PAOB,3.82
2009,16,SAEX,0.44
2009,16,SAGO,0.02
2009,16,SATR12,9.63
2009,16,SOEL,2.08
2009,16,SPAI,2.62
2009,16,TACH2,3.12
2009,17,ACHY,1.9
2009,17,AIAL,15.11
2009,17,BASC5,103.35
2009,17,BRINI,2.01
2009,17,CHFR3,0.23
2009,17,CHPR5,0.26
2009,17,DAWR2,0.85
2009,17,DIWI2,0.08
2009,17,ELAN,15.43
2009,17,ELEL5,0.2
2009,17,HEAN3,2.76
2009,17,HECI,0.72
2009,17,HECU3,0.35
2009,17,HOJU,0.25
2009,17,PHYSA,0.1
2009,17,PODEW,38.73
2009,17,RIAU,0.83
2009,17,SAGO,3.8
2009,17,SATR12,75
2009,17,SOEL,0.4
2009,17,SOLAN,0.17
2009,17,SPAI,12.78
2009,17,SPAN3,1.02
2009,17,SPORO,14.66
2009,18,AMPS,0.34
2009,18,ANCA10,3.24
2009,18,BASC5,57.95
2009,18,COCA5,0.09
2009,18,DISP,1.04
2009,18,ECMUM,1.73
2009,18,ELAN,2.1
2009,18,HEAN3,7.29
2009,18,HOJU,0.32
2009,18,LASE,0.23
2009,18,MACA2,2.67
2009,18,PACA6,2.78
2009,18,PODEW,99.47
2009,18,SATR12,4.95
2009,18,SEVI4,0.37
2009,18,SPORO,0.81
2009,18,TACH2,5.81
2009,18,XAST,0.8
2009,19,ANCA10,25.32
2009,19,ELAN,79.19
2009,19,PODEW,163.79
2009,19,RIAU,4.6
2009,19,SAGO,8.3
2009,19,TACH2,147.81
2009,20,ACHY,0.15
2009,20,BASC5,6.52
2009,20,CAREX,0.38
2009,20,CUAR,0.6
2009,20,ELAN,31.09
2009,20,ELEL5,0.04
2009,20,MEOF,0.01
2009,20,MOAL,21.31
2009,20,MUAS,0.18
2009,20,PODEW,60.94
2009,20,RATA,0.24
2009,20,SAEX,58.1
2009,20,SAGO,2.2
2009,20,SATR12,18.42
2009,20,SPAN3,0.21
2009,20,SPCR,3.6
2009,20,SPORO,0.08
2009,20,TACH2,4.38
2009,20,ULPU,44.24
2009,21,AIAL,1.37
2009,21,AMFR,14.36
2009,21,APCA,2.74
2009,21,BASC5,1.32
2009,21,COCA5,0.93
2009,21,ELEL5,11.01
2009,21,GAMO5,0.59
2009,21,PAVI5,16.1
2009,21,PODEW,97.28
2009,21,SAEX,31.5
2009,21,SATR12,4.55
2009,21,SOEL,19.45
2009,21,SOLAN,0.43
2009,21,SPAN3,2.93
2009,21,SPORO,0.96
2009,21,ULPU,69.52
2009,22,ANCA10,18.03
2009,22,BASA4,2.58
2009,22,BRCA6,0.47
2009,22,COAR4,9.85
2009,22,COCA5,0.37
2009,22,ELAN,3.85
2009,22,ELCA4,7.92
2009,22,ELEL5,2.64
2009,22,EQLA,14.19
2009,22,GAMO5,1.36
2009,22,GLLE3,20.02
2009,22,JUARL,8.21
2009,22,LASE,2.7
2009,22,MACA2,0.09
2009,22,MUAS,17.74
2009,22,PAOB,3.99
2009,22,PODEW,171.71
2009,22,SAEX,17.55
2009,22,SAGO,28.66
2009,22,SATR12,0.25
2009,22,SCPH,0.02
2009,22,SOEL,0.31
2009,22,SPAI,1.09
2009,22,SPAN3,1
2009,22,SPORO,0.13
2009,22,SYPR5,2.39
2009,22,ULPU,3.98
2009,23,ACHY,0.84
2009,23,BASC5,3.18
2009,23,BOCU,0.51
2009,23,BRCA6,0.98
2009,23,COCA5,0.05
2009,23,ECMUM,0.85
2009,23,ELAN,9.28
2009,23,ELEL5,10.88
2009,23,FORB,0.08
2009,23,LASE,0.22
2009,23,MACA2,0.79
2009,23,MARE11,0.59
2009,23,MUAS,3.33
2009,23,PAVI5,0.03
2009,23,PHYSA,0.28
2009,23,PODEW,187.43
2009,23,SAGO,1.41
2009,23,SATR12,5.52
2009,23,SPAI,0.65
2009,23,SPAN3,0.15
2009,23,SPCO4,0.13
2009,23,SPCR,5.23
2009,23,SPORO,7.36
2009,23,TACH2,0.79
2009,23,TRTE,0.04
2009,23,TYPHA,0.62
2009,23,ULPU,7.03
2009,24,ARDR4,1.36
2009,24,BRINI,0.01
2009,24,BROMU,1.02
2009,24,CESP4,0.09
2009,24,CHAMA15,2.05
2009,24,CHIN2,0.54
2009,24,CHPR5,0.69
2009,24,CHVI8,8.53
2009,24,COCA5,0.09
2009,24,DISP,6.5
2009,24,ELEL5,20.04
2009,24,ERBE2,4.38
2009,24,FOPUP,14.12
2009,24,FORB,0.45
2009,24,GAMO5,0.28
2009,24,GRSQ,1.39
2009,24,GUSA2,14.65
2009,24,HEAN3,0.88
2009,24,HEPE,0.11
2009,24,JUMO,0.92
2009,24,MACA2,0.09
2009,24,MAPIP4,12
2009,24,MEOF,0.38
2009,24,MUAS,7.38
2009,24,OPIM,1.8
2009,24,OPPH,3.07
2009,24,OPUNT,0.04
2009,24,PODEW,56.01
2009,24,SATR12,1.83
2009,24,SEFL3,0.48
2009,24,SOEL,0.09
2009,24,SPAN3,1.99
2009,24,SPCR,4.26
2009,24,SPORO,25.95
2009,24,SPSA3,0.11
2009,24,SYER,0.15
2009,24,SYPR5,0.16
2009,24,TRTE,0.22
2009,25,AMPS,0.21
2009,25,ANCA10,59.18
2009,25,BASC5,69.66
2009,25,CAREX,0.43
2009,25,CHAMA15,0.04
2009,25,COAR4,2.99
2009,25,COCA5,0.06
2009,25,CYES,0.39
2009,25,CYOD,2.53
2009,25,DISA,0.06
2009,25,DISP,6.75
2009,25,ECMUM,15.15
2009,25,ELAN,3.99
2009,25,ERAGR,0.35
2009,25,ERPEM,2.21
2009,25,GAURA/OENOT,0.07
2009,25,HEAN3,2.21
2009,25,HECI,1.29
2009,25,JUARL,0.84
2009,25,LEFUF,1.49
2009,25,MEOF,0.11
2009,25,MUAS,6.19
2009,25,PACA6,12.9
2009,25,PADI,0.67
2009,25,PAVI5,0.36
2009,25,PODEW,9.1
2009,25,POLA4,0.03
2009,25,SAEX,10.85
2009,25,SAGO,0.21
2009,25,SATR12,0.03
2009,25,TACH2,17.52
2009,25,XAST,11.79
2010,1,AMFR,3.51
2010,1,CHAMA15,0.03
2010,1,COCA5,0.08
2010,1,ELAN,3.02
2010,1,ELCA4,0.07
2010,1,ELEL5,0.78
2010,1,FOPUP,162.85
2010,1,GUSA2,0.34
2010,1,MEOF,0.04
2010,1,PAVI5,5.98
2010,1,PODEW,174.16
2010,1,SAGO,2.06
2010,1,SATR12,0.03
2010,1,SOEL,0.11
2010,1,SPAI,0.32
2010,1,TACH2,0.66
2010,1,ULPU,11.44
2010,2,ACHY,2.12
2010,2,ARPU9,0.27
2010,2,ATCA2,2.59
2010,2,CHAMA15,0.2
2010,2,ELEL5,20.72
2010,2,GUSA2,11.12
2010,2,HENE5,1.48
2010,2,MACA2,0.32
2010,2,MEOF,14.38
2010,2,PODEW,152.47
2010,2,SATR12,1.46
2010,2,SEFL3,0.19
2010,2,SPORO,3.29
2010,3,AMFR,0.03
2010,3,AMPS,0.6
2010,3,ANCA10,136.51
2010,3,APCA,3.33
2010,3,BASA4,2.08
2010,3,CAREX,42.24
2010,3,ELAN,33.2
2010,3,ELCA4,0.03
2010,3,EUOC4,2.23
2010,3,FOPUP,1.63
2010,3,GRASS,0.05
2010,3,HOJU,0.06
2010,3,MOAL,11.32
2010,3,MUAS,29.16
2010,3,PAOB,0.62
2010,3,PAVI5,4.49
2010,3,PODEW,130.31
2010,3,RIAU,0.53
2010,3,SAEX,66.3
2010,3,SAGO,12.57
2010,3,ULPU,28.04
2010,4,AMPS,7.67
2010,4,APCA,6.24
2010,4,ASSU2,3.74
2010,4,BIFR,0.04
2010,4,CAREX,40.5
2010,4,DISP,9.96
2010,4,ECMUM,0.48
2010,4,ELAN,91.99
2010,4,ELCA4,1.36
2010,4,EQLA,4.62
2010,4,EUOC4,2.41
2010,4,HEAN3,0.06
2010,4,HOJU,0.28
2010,4,JUARL,0.05
2010,4,LATAP,1.17
2010,4,LEFUF,1.02
2010,4,MINT,0.03
2010,4,MUAS,18.47
2010,4,PAOB,90.97
2010,4,PODEW,148.34
2010,4,SAEX,42.28
2010,4,SOHA,1.12
2010,4,SPAI,2.71
2010,4,SYPR5,0.04
2010,4,XAST,4.02
2010,5,ACHY,0.74
2010,5,ANCA10,0.04
2010,5,DISP,2.75
2010,5,ELEL5,7.58
2010,5,FOPUP,1.46
2010,5,HOJU,0.03
2010,5,JUMO,0.21
2010,5,MACA2,0.61
2010,5,MUAS,0.26
2010,5,PODEW,258.85
2010,5,SATR12,1.55
2010,5,SCPH,0.02
2010,5,.,0.16
2010,6,AIAL,3.36
2010,6,AMPS,0.77
2010,6,BASC5,23.54
2010,6,BRCA6,0.04
2010,6,BRINI,0.39
2010,6,COAR4,2.5
2010,6,COCA5,0.02
2010,6,ELAN,54.69
2010,6,ELEL5,0.93
2010,6,GLLE3,10.23
2010,6,GUSA2,0.7
2010,6,HEAN3,0.2
2010,6,HECI,6.62
2010,6,HOJU,0.2
2010,6,MACA2,7.78
2010,6,MEOF,0.03
2010,6,PHVI5,0.25
2010,6,PHYSA,0.07
2010,6,PODEW,38.4
2010,6,RIAU,5.46
2010,6,SAEX,1.55
2010,6,SATR12,32.64
2010,6,SELE6,15.61
2010,6,SOEL,14.38
2010,6,SOLAN,0.07
2010,6,SPAI,9.84
2010,6,SPAN3,6.9
2010,6,SPCO4,1.99
2010,6,SPORO,14.36
2010,6,TACH2,23.17
2010,7,ACHY,0.31
2010,7,AMPS,0.09
2010,7,ARPU9,0.42
2010,7,BOAR,4.53
2010,7,BOAR/BOBA2,24.9700000000001
2010,7,BOBA2,2.76
2010,7,DIWI2,9.42
2010,7,FOPUP,1.78
2010,7,FORB,0.1
2010,7,GRASS,0.05
2010,7,GUSA2,2.59
2010,7,IPLO2,14.27
2010,7,MACA2,1.43
2010,7,OEPA,0.16
2010,7,PODEW,27.36
2010,7,POOL,0.43
2010,7,PORTU,5.28999999999999
2010,7,PSSC6,15.55
2010,7,SATR12,1.66
2010,7,SEFL3,0.46
2010,7,SPAN3,0.56
2010,7,SPCO4,11.61
2010,7,SPFL2,4.49
2010,7,SPGI,2.17
2010,7,SPORO,2.92
2010,7,TACH2,26.19
2010,8,AIAL,5.67
2010,8,AMARA,0.02
2010,8,AMPS,0.87
2010,8,BASA4,2.11
2010,8,BASC5,1.41
2010,8,BOCU,0.52
2010,8,BOGR2,0.49
2010,8,BRCA6,4.04
2010,8,BRINI,0.25
2010,8,BROMU,0.33
2010,8,COCA5,0.16
2010,8,CYDA,5.23
2010,8,DICOT,11.26
2010,8,ELAN,3.13
2010,8,ELCA4,2.54
2010,8,ELEL5,0.05
2010,8,ELTR7,8.25
2010,8,FOPUP,1.41
2010,8,FORB,0.42
2010,8,GRASS,0.93
2010,8,HEAN3,2.23
2010,8,HOJU,30.97
2010,8,LASE,0.53
2010,8,MEOF,0.38
2010,8,MOAL,9.18
2010,8,MUAS,1.79
2010,8,PLJA,1.74
2010,8,PODEW,153.53
2010,8,POOL,0.07
2010,8,RIAU,0.43
2010,8,ROPS,5.6
2010,8,SAGO,16.06
2010,8,SATR12,13.54
2010,8,SPAI,10.38
2010,8,SPCR,6.31
2010,8,SPORO,1.39
2010,8,SYER,1.76
2010,8,THPO7,44.93
2010,8,TRTE,0.03
2010,8,ULPU,0.53
2010,8,XAST,0.23
2010,10,ARDR4,9.54
2010,10,ARPU9,3.9
2010,10,BASA4,1.28
2010,10,BOUTE,1.37
2010,10,BREUC2,1.5
2010,10,CHAMA15,3.2
2010,10,COCA5,0.05
2010,10,DALA3,0.62
2010,10,ELAN,1.15
2010,10,ELEL5,6.48
2010,10,ERBE2,0.07
2010,10,GAMO5,0.05
2010,10,GLLE3,0.94
2010,10,GRASS,0.13
2010,10,GUSA2,2.55
2010,10,MACA2,0.15
2010,10,MEOF,1.82
2010,10,MOAL,0.88
2010,10,MUAS,0.66
2010,10,MUME2,0.18
2010,10,MUTO2,1.52
2010,10,OPPH,2.54
2010,10,PAVI5,9.28
2010,10,PODEW,42.9
2010,10,POPR,0.03
2010,10,RATA,0.52
2010,10,SAEX,7.19
2010,10,SATR12,0.29
2010,10,SEFL3,0.55
2010,10,SOCA6,4.84
2010,10,SPAI,16.51
2010,10,SPAN3,0.94
2010,10,SPORO,3.78
2010,10,SYPR5,0.31
2010,10,TACH2,16.39
2010,10,TRTE,0.08
2010,10,ULPU,23.46
2010,11,AMCO3,1.04
2010,11,AMFR,1.9
2010,11,AMPS,1.85
2010,11,ATCA2,1.35
2010,11,ELEL5,1.09
2010,11,FOPUP,16.93
2010,11,HEAN3,0.1
2010,11,LASE,0.01
2010,11,MACA2,0.64
2010,11,MEOF,0.24
2010,11,MUAS,0.01
2010,11,PIOP,0.37
2010,11,PODEW,145.48
2010,11,RATA,1.78
2010,11,SAEX,3.33
2010,11,SAGO,7.74
2010,11,SATR12,1.13
2010,11,SPAI,0.51
2010,11,SPAN3,1.97
2010,11,SPCR,0.97
2010,11,ULPU,5.33
2010,12,AMFR,0.27
2010,12,AMPS,1.42
2010,12,ASSU2,1.34
2010,12,CYPER,0.05
2010,12,DISP,2.13
2010,12,ELCA4,0.13
2010,12,ELEL5,3.68
2010,12,ELTR7,1.19
2010,12,FOPUP,6.93
2010,12,GAMO5,0.16
2010,12,LASE,0.21
2010,12,MACA2,0.24
2010,12,MUAS,10.64
2010,12,PAOB,0.37
2010,12,PASM,1.35
2010,12,PAVI5,9.23
2010,12,PODEW,160.36
2010,12,SAEX,6.01
2010,12,SAGO,16.66
2010,12,SARA3,3.68
2010,12,SATR12,10.98
2010,12,SOCA6,0.15
2010,12,SPAI,14.22
2010,12,SPAN3,1.08
2010,12,SPORO,0.32
2010,12,TACH2,3.14
2010,12,ULPU,1.09
2010,13,AGGI2,6.35
2010,13,AMPS,25.6
2010,13,APCA,1.31
2010,13,BASA4,10.8
2010,13,BROMU,1.53
2010,13,CAREX,7.64
2010,13,CESP4,0.99
2010,13,CHAMA15,2.18
2010,13,COCA5,0.86
2010,13,CYES,0.57
2010,13,DAGL,1.68
2010,13,DICOT,0.05
2010,13,ECMUM,0.91
2010,13,ELAN,38.51
2010,13,ELCA4,8.43
2010,13,ELPA3,1.64
2010,13,ELTR7,2.14
2010,13,EQLA,41.86
2010,13,ERPE,11
2010,13,EUOC4,19.83
2010,13,FORB,0.06
2010,13,GRASS,1.72
2010,13,HOJU,1.82
2010,13,LASE,0.08
2010,13,MEOF,1.81
2010,13,MOAL,0.08
2010,13,MUAS,17.77
2010,13,PACA6,3.56
2010,13,PAOB,10.8
2010,13,PAVI5,0.52
2010,13,PODEW,33.17
2010,13,POPR,3.87
2010,13,SAEX,152.06
2010,13,SAGO,0.56
2010,13,SARA3,16.53
2010,13,SCPH,6.43
2010,13,SCPU10,0.07
2010,13,SEVI4,0.07
2010,13,SOCA6,1.45
2010,13,SONU2,4.01
2010,13,SPAI,2.21
2010,13,SPORO,12.62
2010,13,SYER,0.16
2010,13,TACH2,4.08
2010,13,ULPU,7.18
2010,13,XAST,3.31
2010,13,.,1.15
2010,14,AMPS,0.27
2010,14,ANCA10,2.62
2010,14,APCA,0.26
2010,14,BASA4,1.4
2010,14,CAREX,1.86
2010,14,CHSP11,0.18
2010,14,DISP,90.41
2010,14,ELAN,151.37
2010,14,FOPUP,0.01
2010,14,GRASS,0.52
2010,14,JUARL,8.54
2010,14,MUAS,22.49
2010,14,PAOB,0.41
2010,14,PHAU7,0.44
2010,14,PODEW,158.69
2010,14,SAEX,5.55
2010,14,SPSA3,1.28
2010,14,TACH2,88.66
2010,15,ANCA10,137.99
2010,15,BASC5,138.35
2010,15,DISP,63
2010,15,ELAN,17.6
2010,15,ELCA4,0.35
2010,15,HOJU,0.7
2010,15,LYTO,6.89
2010,15,MUAS,18.41
2010,15,PODEW,29.51
2010,15,SAEX,6.3
2010,15,TACH2,3.98
2010,15,THPO7,15.52
2010,16,AMPS,2.96
2010,16,ANCA10,83.15
2010,16,BASC5,180.96
2010,16,DISP,50.75
2010,16,ELAN,3.08
2010,16,LYTO,0.14
2010,16,MUAS,73.53
2010,16,MUAS/DISP,18.25
2010,16,PAOB,2.41
2010,16,PODEW,11.87
2010,16,SAEX,0.48
2010,16,SAGO,0.75
2010,16,SATR12,18.43
2010,16,SOEL,1.5
2010,16,SPAI,2.77
2010,16,TACH2,1.36
2010,17,ACHY,0.71
2010,17,AIAL,15.81
2010,17,AMFR,0.66
2010,17,ARPU9,0.09
2010,17,BASC5,31.03
2010,17,BRINI,2.72
2010,17,CHPR5,0.66
2010,17,DAWR2,0.21
2010,17,DIWI2,0.02
2010,17,ELAN,25.56
2010,17,ELEL5,0.19
2010,17,HECI,0.83
2010,17,PHYSA,0.04
2010,17,PODEW,38.72
2010,17,RIAU,1.74
2010,17,SAEX,0.02
2010,17,SAGO,5.13
2010,17,SATR12,23.23
2010,17,SOEL,1.45
2010,17,SOLAN,0.64
2010,17,SPAI,12.21
2010,17,SPAN3,1.16
2010,17,SPCR,2.35
2010,17,SPORO,17.03
2010,18,AMPS,1.59
2010,18,ANCA10,4.29
2010,18,BASC5,54.96
2010,18,COAR4,0.08
2010,18,DISP,1.56
2010,18,ECMUM,0.79
2010,18,ELAN,1.7
2010,18,FOPUP,1.53
2010,18,HEAN3,4.51
2010,18,HOJU,0.14
2010,18,MACA2,0.77
2010,18,MUAS,1.28
2010,18,PACA6,0.13
2010,18,PODEW,110.47
2010,18,SATR12,5.21
2010,18,SEVI4,0.46
2010,18,SPCR,0.26
2010,18,SPORO,0.59
2010,18,TACH2,5.84
2010,20,ACHY,0.36
2010,20,ATCA2,0.03
2010,20,BASC5,4.94
2010,20,CAREX,0.37
2010,20,CHAMA15,0.08
2010,20,CHENO,0.06
2010,20,ELAN,38.09
2010,20,ELEL5,0.4
2010,20,HEAN3,0.21
2010,20,MOAL,14.95
2010,20,MUAS,0.69
2010,20,PODEW,59.39
2010,20,SAEX,57.15
2010,20,SAGO,0.2
2010,20,SATR12,17.33
2010,20,SPCR,1.51
2010,20,SPORO,0.67
2010,20,TACH2,6.54
2010,20,TRTE,0.06
2010,20,ULPU,41.95
2010,21,AIAL,0.37
2010,21,AMFR,16.3
2010,21,APCA,0.91
2010,21,BASC5,1.09
2010,21,CHAMA15,0.02
2010,21,COCA5,0.07
2010,21,CUFO,0.09
2010,21,DICOT,0.13
2010,21,ELEL5,2.43
2010,21,FORB,0.09
2010,21,GAMO5,1.92
2010,21,GRASS,0.02
2010,21,HEAN3,0.02
2010,21,HOJU,0.01
2010,21,PAVI5,19.39
2010,21,PODEW,104.86
2010,21,SAEX,31.52
2010,21,SATR12,2.13
2010,21,SOEL,11.93
2010,21,SPAN3,2.8
2010,21,SPORO,0.07
2010,21,ULPU,76.02
2010,22,ANCA10,18.93
2010,22,APCA,0.17
2010,22,BASA4,3.18
2010,22,BROMU,0.18
2010,22,COAR4,13.29
2010,22,DICOT,0.01
2010,22,DISP,0.79
2010,22,ELAN,4.47
2010,22,ELCA4,1.04
2010,22,EQLA,13.07
2010,22,GAMO5,0.03
2010,22,GLLE3,8.47
2010,22,HEAN3,0.03
2010,22,HOJU,0.58
2010,22,JUARL,10.5
2010,22,LASE,0.38
2010,22,MACA2,0.23
2010,22,MUAS,16.17
2010,22,PAOB,3.12
2010,22,PAVI5,0.05
2010,22,PODEW,172.54
2010,22,SAEX,23.85
2010,22,SAGO,28.75
2010,22,SCPH,0.1
2010,22,SOEL,0.36
2010,22,SPAI,0.96
2010,22,SPAN3,0.27
2010,22,SYER,0.11
2010,22,ULPU,6.59
2010,23,ACHY,0.72
2010,23,AIAL,0.22
2010,23,BASC5,9.24
2010,23,BRCA6,1.87
2010,23,CHAMA15,0.22
2010,23,COCA5,0.07
2010,23,DICOT,0.55
2010,23,ELAN,13.85
2010,23,ELEL5,10.74
2010,23,GRASS,8.02
2010,23,HEAN3,0.06
2010,23,LASE,0.19
2010,23,MACA2,2.17
2010,23,MARE11,0.65
2010,23,MUAS,1.82
2010,23,PAVI5,0.33
2010,23,PHYSA,1.36
2010,23,PODEW,185.33
2010,23,SATR12,3.82
2010,23,SEFL3,0.32
